what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1355213944910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355213946239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355213954697
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1355213954713
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355213959572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355213963352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1355213963366
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355213968594
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1355213972698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355213980865
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1355213980874
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355213981543
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355213984920
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355213984979
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355214005871
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355214008129
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355214009976
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355214065439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355214083413
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355214122767
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355214122819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355214129920
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1355214131327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355214143362
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355214198035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355214199727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355214386890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355214390881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355214394664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355214400164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355214401475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355214949196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355214950593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355214953403
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355214959606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355215128769
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1355215131361
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355215132230
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355215142462
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355215145170
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355215145227
closed,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1355215169995
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355215171462
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355215174071
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1355215220672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1355215222156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1355215229235
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1355215229747
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1355215230088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1355215230977
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1355215231264
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355215232981
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1355215235333
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355215237578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.backwardHistory",1355215237582
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1355215239386
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1355215252010
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355215276841
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1355215279690
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355215294821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355215297102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355215302912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355215305265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355215306974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355216923973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355216925506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355216948399
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1355216949330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355216955219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355217106571
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355217107376
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355217108466
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355217397569
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355217399263
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1355217400951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355217403003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355217410460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1355217410474
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355217410977
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1355217415791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355217418872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355217422643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1355217422655
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355217426080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355217429485
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1355217429490
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355217429490
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1355217436432
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1355217436474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355217441984
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1355217442924
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1355217443105
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355217443601
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355217443750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355217443892
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355217444066
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355217447415
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1355217458424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355217466121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355217485349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1355217486887
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355217503413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355217504886
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355217505028
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355217511914
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355217515562
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355217523967
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1355217523968
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1355217526342
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355217536450
