what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355128899922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355128944380
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355128946228
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textStart",1355128948220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355128949940
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1355128949962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355128952146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355128955888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1355128955912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355128963012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355128973405
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355128976017
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1355128998546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355129004774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355129013166
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355129024039
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1355129033304
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1355129033858
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355129037493
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355129045880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355129045921
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1355129049101
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1355129053345
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355129054399
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1355129055033
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355129057306
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1355129058193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355129135513
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355129186723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355129197541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355129330164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355129330712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355129652211
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1355129653459
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1355129653485
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355129655381
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355129657869
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355129657923
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1355129657924
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355129694469
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1355129695283
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1355129700708
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1355129704073
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355129706062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355129718261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355129719819
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355129789912
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355130230066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355130242877
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355130243759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355130247115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355130248876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355130249764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355130356084
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355130357876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355130513560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355132446571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355132447047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355132608069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355132608595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355132649105
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355132911560
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355132916653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355132916865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355132918561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355132920272
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355132920447
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1355132920934
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1355132920935
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1355132920935
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1355132920935
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1355132920935
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1355132920935
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1355132921094
stopped,bundle,org.eclipse.cdt.debug.gdbjtag.ui,7.0.0.201202111925,"org.eclipse.cdt.debug.gdbjtag.ui",1355132921102
stopped,bundle,org.eclipse.cdt.debug.gdbjtag.core,8.0.1.201202111925,"org.eclipse.cdt.debug.gdbjtag.core",1355132921110
stopped,bundle,org.chibios.tools.eclipse.debug,1.0.8,"org.chibios.tools.eclipse.debug",1355132921175
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1355132921322
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1355132921361
activated,perspective,org.eclipse.cdt.ui,,"org.eclipse.cdt.ui.CPerspective",1355205232985
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1355205232986
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1355205233017
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1355205233062
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1355205233077
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1355205233107
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1355205233123
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1355205233152
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1355205233152
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1355205233182
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1355205233224
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1355205233272
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1355205233285
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1355205233285
